name,region,type,en_name,kr_name,x,y,z
Node_Dem_ForgottenTomb,Demeniss,tomb,Forgotten Tomb,잊혀진 무덤,-7886.00,561.00,-1581.00
Node_Dem_SulfurSprings,Demeniss,water,Sulfur Springs,,-8041.00,555.00,-1544.00
Node_Dem_SulfurLake_WatchTower,Demeniss,tower,Sulfur Lake Watch Tower,,-7593.00,677.00,-1591.00
Node_Dem_TruthGate,Demeniss,gate,Truth Gate,,1248.00,1256.00,1264.00
Node_Dem_RoofRock,Demeniss,landmark,Roof Rock,,-8893.00,701.00,-1626.00
Node_Dem_TalkingRock,Demeniss,landmark,Talking Rock,,-8908.00,696.00,-1749.00
Node_Dem_SurpriseRock,Demeniss,landmark,Surprise Rock,,-8618.00,634.00,-1492.00
Node_Dem_CryingRock,Demeniss,landmark,Crying Rock,,-8751.00,638.00,-1310.00
Node_Dem_ClockRock,Demeniss,landmark,Clock Rock,,-8506.00,611.00,-1727.00
Node_Dem_RootRock,Demeniss,landmark,Root Rock,뿌리바위,-8884.00,615.00,-2117.00
Node_Dem_CandleRock,Demeniss,landmark,Candle Rock,,-9146.00,725.00,-1961.00
Node_Dem_SilvermoonHQ,Demeniss,poi,Silvermoon HQ,,1616.00,1624.00,1632.00
Node_Dem_HuntersCabin,Demeniss,house,Hunter's Cabin,사냥꾼의 오두막,-6766.00,406.00,-3832.00
Node_Dem_SmugglersDock,Demeniss,harbor,Smugglers' Dock,밀수꾼의 항구,-7252.00,402.00,-3855.00
Node_Dem_OakBarrelWineMaker,Demeniss,poi,Oak Barrel Wine Maker,,-6802.00,437.00,-3587.00
Node_Dem_SilvermoonTroll_Trader_Demeniss,Demeniss,trade,Silvermoon Troll Trader Demeniss,,-6992.00,360.00,-3880.00
Node_Dem_DemenissCathedral,Demeniss,poi,Demeniss Cathedral,,716.00,720.00,724.00
Node_Dem_EastDemenissChurch,Demeniss,shrine,East Demeniss Church,데메니스 동쪽 성당,-6840.00,474.00,-3097.00
Node_Dem_WestDemenissChurch,Demeniss,shrine,West Demeniss Church,데메니스 서쪽 성당,-8413.00,526.00,-2774.00
Node_Dem_DemenissOrphanage,Demeniss,poi,Demeniss Orphanage,데메니스 고아원,-8412.00,536.00,-2639.00
Node_Dem_ReventineMonastery,Demeniss,poi,Reventine Monastery,리벤타인 수도원,-9424.00,616.00,-2990.00
Node_Dem_ReventineWinery,Demeniss,poi,Reventine Winery,리벤타인 양조장,-9468.00,616.00,-2997.00
Node_Del_DelesyiaChurch,Delesyia,shrine,Delesyia Church,델레시아 성당,-4363.00,396.00,-3891.00
Node_Dem_JijeongTemple,Demeniss,shrine,Jijeong Temple,지정사,780.00,920.00,936.00
Node_Dem_Seonangdang,Demeniss,poi,Seonangdang,서낭당,-7174.00,418.00,-4429.00
Node_Dem_JijeongGrotto,Demeniss,poi,Jijeong Grotto,지정암,-7518.00,455.00,-4603.00
Node_Dem_BambooForest,Demeniss,forest,Bamboo Forest,대나무숲,-7275.00,423.00,-4445.00
Node_Dem_JiJeongRock,Demeniss,landmark,Jijeong Rock,지정바위,-7219.00,520.00,-4606.00
Node_Dem_HiddenCave,Demeniss,cave,Hidden Cave,숨겨진 동굴,-7392.00,432.00,-4663.00
Node_Dem_GrayRockShipyard,Demeniss,landmark,Gray Rock Shipyard,,-9420.00,652.00,-2116.00
Node_Dem_GrayRockQuarry,Demeniss,landmark,Gray Rock Quarry,,-9279.00,668.00,-2120.00
Node_Del_DelesyiaCastle,Delesyia,castle,Delesyia Castle,델레시아 성,-4402.57,435.12,-3807.91
Node_Del_PortDelesyia,Delesyia,harbor,Port Delesyia,델레시아 항구,-4257.00,357.00,-4016.00
Node_Del_RoyalSupply_Delesyia,Delesyia,storage,Royal Supply Delesyia,,-4281.00,353.00,-4057.00
Node_Del_DelesyiaNorthGate,Delesyia,gate,Delesyia North Gate,,-5539.00,477.00,-3847.00
Node_Del_DelesyiaBeacon,Delesyia,beacon,Delesyia Beacon,델레시아 봉화대,-3870.00,557.00,-5519.00
Node_Del_DelesyiaSouthGate,Delesyia,gate,Delesyia South Gate,델레시아 남문,-5160.00,398.00,-4760.00
Node_Del_Abyss_Ruins,Delesyia,ruins,Abyss Ruins,,-3769.00,426.00,-4889.00
Node_Del_MarniWorkshop,Delesyia,workshop,Marni Workshop,,124.50,125.00,126.00
Node_Del_SaltMine,Delesyia,mine,Salt Mine,소금 광산,-4256.00,456.00,-5413.00
Node_Del_MarniCliffSecretBase,Delesyia,landmark,Marni Cliff Secret Base,,-4335.00,351.00,-5584.00
Node_Del_MarniWorkshopEastGate,Delesyia,gate,Marni Workshop East Gate,,-3665.00,424.00,-5823.00
Node_Del_MarniWorkshopNorthEastGate,Delesyia,gate,Marni Workshop North East Gate,,-3768.00,483.00,-5638.00
Node_Del_MarniWorkshopFoodStorage,Delesyia,workshop,Marni Workshop Food Storage,,-3990.00,473.00,-5849.00
Node_Del_MarniWorkshopSaltStorage,Delesyia,workshop,Marni Workshop Salt Storage,,-4251.00,454.00,-5432.00
Node_Del_MarniWorkshopLogisticsWarehouse,Delesyia,workshop,Marni Workshop Logistics Warehouse,,-3775.00,448.00,-5818.00
Node_Del_DelesyianInstitute,Delesyia,laboratory,Delesyian Institute,,-4398.00,383.00,-3941.00
Node_Del_MarniPark,Delesyia,poi,Marni Park,마르니 공원,-4567.00,393.00,-4416.00
Node_Del_StonemireRuins,Delesyia,ruins,Stonemire Ruins,스톤마이어 유적지,-4803.00,386.00,-4559.00
Node_Del_HawkstoneRuins,Delesyia,ruins,Hawkstone Ruins,호크스톤 유적,-4373.00,391.00,-4399.00
Node_Del_MarniMuseum,Delesyia,laboratory,Marni Museum,,-4591.00,396.00,-4563.00
Node_Del_StarVillage,Delesyia,village,Star Village,,-5109.00,386.00,-4311.00
Node_Del_StarVillageDigSite,Delesyia,village,Star Village Dig Site,,-5097.00,393.00,-4579.00
Node_Del_SilverbrookRuins,Delesyia,ruins,Silverbrook Ruins,실버브룩 폐허,-5289.00,393.00,-4037.00
Node_Del_FullharvestFarm,Delesyia,farm,Fullharvest Farm,풀하베스트 농장,-4952.00,386.00,-4285.00
Node_Del_RedWindTradingAssociation_Trader_Delesyia,Delesyia,trade,Red Wind Trading Association Trader Delesyia,,-4962.00,383.00,-4241.00
Node_Del_Timberton,Delesyia,poi,Timberton,목 좋은 마을,-4721.00,377.00,-4223.00
Node_Del_DelesyiaDyehouse,Delesyia,house,Delesyia Dyehouse,델레시아 염색장,-4734.00,385.00,-4047.00
Node_Del_FinholdNetmakers,Delesyia,poi,Finhold Netmakers,핀홀드 그물 제작소,-4432.00,378.00,-4220.00
Node_Del_ElderglenPlantation,Delesyia,farm,Elderglen Plantation,엘더글렌 농업단지,-4649.00,384.00,-4159.00
Node_Del_SweetbloomPlantation,Delesyia,farm,Sweetbloom Plantation,스위트블룸 농업단지,-4597.00,384.00,-4151.00
Node_Neut_GorthakIronMaker,Neutral,poi,Gorthak Iron Maker,,108.50,109.00,109.50
Node_Neut_GorthakLoggingCamp,Neutral,camp,Gorthak Logging Camp,고르탁 벌목장,-6012.00,447.00,-4375.00
Node_Neut_GorthakStorage,Neutral,storage,Gorthak Storage,,-5696.00,543.00,-4042.00
Node_Neut_ZarganTankFactory,Neutral,workshop,Zargan Tank Factory,,-6458.00,433.00,-4095.00
Node_Neut_GrunlOutpost,Neutral,outpost,Grunl Outpost,,-6203.00,495.00,-3906.00
Node_Neut_EMPArtilery_I,Neutral,military,EMPArtilery I,,-5977.00,516.00,-4154.00
Node_Neut_KrallFoundry,Neutral,poi,Krall Foundry,크랄 주조소,-5860.00,562.00,-4064.00
Node_Neut_YulgarBeacon,Neutral,beacon,Yulgar Beacon,율가르 봉화대,-5679.00,552.00,-4138.00
Node_Neut_BragokShipFactory,Neutral,workshop,Bragok Ship Factory,,-6064.00,439.00,-3702.00
Node_Neut_GorthakMushroomFarm,Neutral,farm,Gorthak Mushroom Farm,,-5725.00,514.00,-4352.00
Node_Neut_Delpheon,Neutral,poi,Delpheon,,1488.00,1528.00,852.00
Node_Neut_DelpheonWestCamp,Neutral,camp,Delpheon West Camp,,-6661.00,423.00,-3677.00
Node_Neut_DelpheonNorthCamp,Neutral,camp,Delpheon North Camp,,-6611.00,453.00,-3546.00
Node_Neut_FreeswordHouse,Neutral,house,Freesword House,,-6539.00,442.00,-3446.00
Node_Del_DewhavenCastle,Delesyia,castle,Dewhaven Castle,,118.50,119.00,119.50
Node_Del_WindroseFarm,Delesyia,farm,Windrose Farm,윈드로즈 농장,-5525.00,518.00,-5098.00
Node_Del_StonewardPort,Delesyia,harbor,Stoneward Port,,-5228.00,355.00,-5325.00
Node_Del_SilvermoonTroll_Trader_Delesyia,Delesyia,trade,Silvermoon Troll Trader Delesyia,,-5355.00,350.00,-5303.00
Node_Del_DewhavenEastGate,Delesyia,gate,Dewhaven East Gate,듀헤이븐 동문,-5232.00,406.00,-4856.00
Node_Del_DewhavenNorthGate,Delesyia,gate,Dewhaven North Gate,듀헤이븐 북문,-5980.00,463.00,-4508.00
Node_Del_SteelspikeWeaponStorage,Delesyia,storage,Steelspike Weapon Storage,,-5650.00,474.00,-4714.00
Node_Del_RustfieldScrapyard,Delesyia,poi,Rustfield Scrapyard,러스트필드 폐철처리장,-5990.00,457.00,-4715.00
Node_Del_DewhavenLoggingCamp,Delesyia,camp,Dewhaven Logging Camp,듀헤이븐 벌목장,-6563.00,411.00,-4582.00
Node_Del_StonewardCastleRuins,Delesyia,castle,Stoneward Castle Ruins,스톤워드 폐성터,-5188.00,504.00,-5094.00
Node_Del_MistwoodLake,Delesyia,water,Mistwood Lake,,-5962.00,525.00,-4963.00
Node_Del_WindCliffFort,Delesyia,fort,Wind Cliff Fort,,115.50,116.50,116.00
Node_Del_AbandonedWyvernNest,Delesyia,monster_lair,Abandoned Wyvern Nest,,-6726.00,521.00,-5356.00
Node_Del_DesolateWyvernNest,Delesyia,monster_lair,Desolate Wyvern Nest,적막한 와이번 둥지,-6794.00,503.00,-5574.00
Node_Del_ForsakenWyvernNest,Delesyia,monster_lair,Forsaken Wyvern Nest,황량한 와이번 둥지,-6844.00,526.00,-5466.00
Node_Del_ForgottenWyvernNest,Delesyia,monster_lair,Forgotten Wyvern Nest,잊혀진 와이번 둥지,-6547.00,510.00,-5501.00
Node_Del_RedfoxTradePost,Delesyia,trade,Redfox Trade Post,,-4677.00,415.00,-3185.00
Node_Del_CornfieldFarm,Delesyia,farm,Cornfield Farm,,-4860.00,404.00,-3067.00
Node_Del_StonebackCrabWetlands,Delesyia,poi,Stoneback Crab Wetlands,돌멘게 늪지,-4728.00,403.00,-2914.00
Node_Del_RivershackPier,Delesyia,harbor,Rivershack Pier,,-4838.00,352.00,-3488.00
Node_Del_FishersRest,Delesyia,poi,Fishers Rest,,-4377.00,355.00,-3226.00
Node_Del_SnakeTemple,Delesyia,shrine,Snake Temple,,-7083.00,442.00,-5751.00
Node_Del_SpearBigRock,Delesyia,landmark,Spear Big Rock,,-7063.00,461.00,-5829.00
Node_Del_DaggerBigRock,Delesyia,landmark,Dagger Big Rock,,-7138.00,488.00,-5549.00
Node_Del_ArrowBigRock,Delesyia,landmark,Arrow Big Rock,,-7088.00,490.00,-5304.00
Node_Del_MarniOilRig,Delesyia,poi,Marni Oil Rig,,-2975.00,379.00,-4122.00
Node_Neut_GoldenGoblinWineMaker,Neutral,monster_lair,Golden Goblin Wine Maker,,-5621.00,539.00,-2622.00
Node_Neut_CacaoFarm,Neutral,farm,Cacao Farm,카카오밭,-5527.00,544.00,-2618.00
Node_Neut_BrewingFacility,Neutral,poi,Brewing Facility,양조시설,-5603.00,538.00,-2592.00
Node_Neut_WineTradePost,Neutral,trade,Wine Trade Post,,-5656.00,467.00,-2760.00
Node_Crim_TimewornRuinss_Station,Crimson,ruins,Timeworn Ruinss Station,,-4541.00,595.00,-1037.00
Node_Crim_Rockshard_Mountain_Station,Crimson,station,Rockshard Mountain Station,,-5141.00,674.00,-460.00
Node_Crim_Lonely_Desert_Station_I,Crimson,station,Lonely Desert Station I,,-5435.00,675.00,-682.00
Node_Crim_DuskwayCamp_Station,Crimson,camp,Duskway Camp Station,,-4931.00,577.00,-1510.00
Node_Del_Chattering_Forest_Station,Delesyia,station,Chattering Forest Station,,-5153.00,398.00,-3941.00
Node_Del_Eastern_Hills_Station,Delesyia,station,Eastern Hills Station,,-5223.00,402.00,-4604.00
Node_Crim_Crimson_Mountains_Station,Crimson,station,Crimson Mountains Station,,-5935.00,686.00,-515.00
Node_Del_LoggingCampTransferStation,Delesyia,camp,Logging Camp Transfer Station,,-5920.00,464.00,-4620.00
Node_Del_NeutralZoneStation,Delesyia,station,Neutral Zone Station,,-5939.00,452.00,-4376.00
Node_Del_Beardtree_Swamp_Station,Delesyia,station,Beardtree Swamp Station,,-4796.00,413.00,-3024.00
Node_Del_Drywind_Valley_Station,Delesyia,station,Drywind Valley Station,,-5256.00,445.00,-2668.00
Node_Del_Sandshift_Basin_Station,Delesyia,station,Sandshift Basin Station,,-4540.00,638.00,-728.00
Node_Crim_Lonely_Desert_Station_II,Crimson,station,Lonely Desert Station II,,-5411.00,676.00,-144.00
Node_Del_MechaloopStation,Delesyia,station,Mechaloop Station,,-4432.00,389.00,-4303.00
Node_Del_GoldleafGuildhouse_Trader_Delesyia,Delesyia,trade,Goldleaf Guildhouse Trader Delesyia,,-4395.00,385.00,-4272.00
Node_Del_MarniLab,Delesyia,laboratory,Marni Lab,,133.00,134.00,135.00
Node_Del_MarniLabGate,Delesyia,gate,Marni Lab Gate,,-3458.00,364.00,-4833.00
Node_Del_LabWatchtower,Delesyia,tower,Lab Watchtower,,-3256.00,450.00,-4646.00
Node_Del_ExperimentFacility,Delesyia,laboratory,Experiment Facility,실험체 수용소,-3193.00,394.00,-4749.00
Node_Del_MarniMechFactory,Delesyia,workshop,Marni Mech Factory,,155.00,156.00,157.00
Node_Del_WestOutpost,Delesyia,outpost,West Outpost,,-4668.00,417.00,-4828.00
Node_Del_NorthOutpost,Delesyia,outpost,North Outpost,,-4455.00,411.00,-4805.00
Node_Del_EastOutpost,Delesyia,outpost,East Outpost,,-4324.00,418.00,-4810.00
Node_Del_Watchtower_I,Delesyia,tower,Watchtower I,,-4236.00,391.00,-4593.00
Node_Del_MarniAirLab,Delesyia,laboratory,Marni Air Lab,,-3446.00,418.00,-5816.00
Node_Del_ResearchBasePipe,Delesyia,research,Research Base Pipe,,-3415.00,443.00,-5549.00
Node_Del_SecretBaseFuelPipe,Delesyia,secret,Secret Base Fuel Pipe,,-3195.00,407.00,-5285.00
Node_Del_ValvegardWallFort,Delesyia,fort,Valvegard Wall Fort,,150.00,151.00,152.00
Node_Del_WallFortDrainagePipes,Delesyia,fort,Wall Fort Drainage Pipes,,-4748.00,350.00,-5494.00
Node_Del_WallFortConverter,Delesyia,fort,Wall Fort Converter,,-4762.00,437.00,-5368.00
Node_Del_ReceivingStationOne,Delesyia,station,Receiving Station One,,-4740.00,523.00,-5195.00
Node_Del_ReceivingStationTwo,Delesyia,station,Receiving Station Two,,-4636.00,515.00,-5231.00
Node_Neut_MarnisOutpost,Neutral,outpost,Marni's Outpost,마르니 전초기지,-5404.00,392.00,-3372.00
Node_Neut_SolonVillageRuins,Neutral,village,Solon Village Ruins,,-5581.00,409.00,-3228.00
Node_Neut_SolonTownHallRuins,Neutral,ruins,Solon Town Hall Ruins,,-5493.00,422.00,-3133.00
Node_Neut_NeutralZoneGate,Neutral,gate,Neutral Zone Gate,,-5544.00,439.00,-3591.00
Node_Del_BenusThiefCamp,Delesyia,camp,Benus Thief Camp,,-3674.00,464.00,-5372.00
Node_Del_StonecliffRuins,Delesyia,ruins,Stonecliff Ruins,,-4733.00,432.00,-2777.00
Node_Del_SwampRuins,Delesyia,ruins,Swamp Ruins,늪지 폐허,-4652.00,396.00,-2853.00
Node_Kwe_Pailune,Kweiden,poi,Pailune,페일룬,207.00,208.00,211.00
Node_Kwe_PailuneEastGate,Kweiden,gate,Pailune East Gate,페일룬 동문,-9555.00,618.00,-809.00
Node_Kwe_PailuneSouthGate,Kweiden,gate,Pailune South Gate,페일룬 남문,-9959.00,644.00,-1356.00
Node_Kwe_Watergate,Kweiden,gate,Watergate,,-9591.00,620.00,-618.00
Node_Kwe_PailuneBeacon,Kweiden,beacon,Pailune Beacon,페일룬 봉화대,-10088.00,768.00,-645.00
Node_Kwe_SequoiaForest,Kweiden,forest,Sequoia Forest,세쿼이아 숲,-9886.00,714.00,-942.00
Node_Kwe_PailuneSecretSafe,Kweiden,secret,Pailune Secret Safe,,-10365.00,721.00,835.00
Node_Kwe_ValgrindTomb,Kweiden,tomb,Valgrind Tomb,발그라인드 무덤,-9711.00,667.00,472.00
Node_Kwe_PailuneCouncil,Kweiden,poi,Pailune Council,페일룬 의회,-9648.00,661.00,206.00
Node_Kwe_PailuneHospital,Kweiden,poi,Pailune Hospital,,-9836.00,649.00,131.00
Node_Kwe_PailuneBarracks,Kweiden,military,Pailune Barracks,페일룬 병영,-9716.00,664.00,298.00
Node_Kwe_FortAskelundGate,Kweiden,fort,Fort Askelund Gate,아스케룬드 성채 관문,-11244.00,781.00,103.00
Node_Kwe_VatnhollFortress,Kweiden,fort,Vat'nholl Fortress,바튼홀 성채,-12258.00,730.00,-840.00
Node_Kwe_CampBjornlund,Kweiden,camp,Camp Bjornlund,비요른룬드 캠프,-11707.00,699.00,-1234.00
Node_Kwe_SteinnfellFortress,Kweiden,fort,Steinnfell Fortress,스타인펠 성채,1296.00,616.00,386.00
Node_Kwe_SteinnfellFortress_Gate,Kweiden,fort,Steinnfell Fortress Gate,스타인펠 성채 관문,-11148.00,792.00,-1285.00
Node_Kwe_SteinnfellBarracks,Kweiden,inn,Steinnfell Barracks,스타인펠 막사,-11055.00,789.00,-1378.00
Node_Kwe_TrovakCamp,Kweiden,camp,Trovak Camp,트로바크 캠프,-11029.00,686.00,-1829.00
Node_Kwe_PailuneCampsite,Kweiden,camp,Pailune Campsite,,-9885.00,662.00,238.00
Node_Kwe_DoubleStepPass,Kweiden,landmark,Double Step Pass,,-9770.00,641.00,-1183.00
Node_Kwe_RidgePath,Kweiden,poi,Ridge Path,,-10154.00,648.00,-1158.00
Node_Kwe_WildhuntCamp,Kweiden,camp,Wildhunt Camp,,-10536.00,690.00,911.00
Node_Kwe_Brokenford,Kweiden,poi,Brokenford,,-9604.00,622.00,-477.00
Node_Kwe_BeighenVillage,Kweiden,village,Beighen Village,,488.00,496.00,2496.00
Node_Kwe_BeighenCandlery,Kweiden,poi,Beighen Candlery,베이겐 양초 공방,-9379.00,616.00,-846.00
Node_Kwe_BeighenBasketMaker,Kweiden,poi,Beighen Basket Maker,,-9447.00,619.00,-1091.00
Node_Kwe_BlackwallFord,Kweiden,poi,Blackwall Ford,,-9178.30,616.99,-809.53
Node_Dem_EyeOfIceAltar,Demeniss,shrine,Eye Of Ice Altar,,-8380.00,653.00,-838.00
Node_Dem_FrostFort,Demeniss,fort,Frost Fort,,-8626.00,643.00,-1169.00
Node_Dem_FrostholdEntrance,Demeniss,monster_lair,Frosthold Entrance,서리요새 입구,-8666.00,638.00,-1291.00
Node_Dem_FrostholdPass,Demeniss,landmark,Frosthold Pass,서리요새 고개,-8655.00,643.00,-1028.00
Node_Kwe_SkoghornVillage,Kweiden,village,Skoghorn Village,,242.00,243.00,244.00
Node_Kwe_QuietSnowShelter,Kweiden,poi,Quiet Snow Shelter,,-12759.00,940.00,-280.00
Node_Kwe_SkoghornWharf,Kweiden,poi,Skoghorn Wharf,,-12287.00,704.00,-230.00
Node_Kwe_SkoghornRanch,Kweiden,ranch,Skoghorn Ranch,스코그혼 목장,-12058.00,708.00,-301.00
Node_Kwe_SkoghornFarm,Kweiden,farm,Skoghorn Farm,스코그혼 농장,-12136.00,702.00,-439.00
Node_Kwe_LongleafTreeVillage,Kweiden,village,Longleaf Tree Village,,436.00,440.00,442.00
Node_Kwe_LongbranchVillage,Kweiden,village,Longbranch Village,,-11285.00,725.00,816.00
Node_Kwe_LongrootsVillage,Kweiden,village,Longroots Village,,-11348.00,791.00,331.00
Node_Kwe_RidgehunterLeatherMaker,Kweiden,poi,Ridgehunter Leather Maker,,-11488.00,722.00,-406.00
Node_Kwe_SvinholtRanch,Kweiden,ranch,Svinholt Ranch,스빈홀트 목장,-10106.00,749.00,813.00
Node_Kwe_HorpbothHarpoonery,Kweiden,poi,Horpboth Harpoonery,,-9993.00,655.00,1147.00
Node_Kwe_WolfsnareTrapsmith,Kweiden,poi,Wolfsnare Trapsmith,울프스네어 덫 제작소,-10151.00,748.00,757.00
Node_Kwe_SkallcoveVillage,Kweiden,village,Skallcove Village,,-9594.00,641.00,797.00
Node_Kwe_TotemfeltVillage,Kweiden,village,Totemfelt Village,,-9758.00,670.00,535.00
Node_Kwe_VannsteinLake,Kweiden,water,Vannstein Lake,반스타인 호수,-9948.00,661.00,573.00
Node_Kwe_WindsongMountain,Kweiden,poi,Windsong Mountain,,-9214.00,789.00,1197.00
Node_Kwe_DangsanTree,Kweiden,poi,Dangsan Tree,당산나무,-9508.00,642.00,903.00
Node_Kwe_OdeckVillage,Kweiden,village,Odeck Village,,340.00,342.00,344.00
Node_Kwe_OdeckPier,Kweiden,harbor,Odeck Pier,오데크 나루터,-10663.00,658.00,1103.00
Node_Kwe_BolviorRuins,Kweiden,ruins,Bolvior Ruins,,-10801.00,690.00,1342.00
Node_Kwe_VerheimRuins,Kweiden,ruins,Verheim Ruins,베르하임 폐허,-11174.00,682.00,1016.00
Node_Kwe_BolsteinnRuins,Kweiden,ruins,Bolsteinn Ruins,,-10743.00,716.00,842.00
Node_Kwe_StjarRuins,Kweiden,ruins,Stjar Ruins,스티야르 폐허,-10948.00,691.00,926.00
Node_Kwe_KnytlingarRuins,Kweiden,ruins,Knytlingar Ruins,니틴가르 폐허,-11144.00,684.00,1447.00
Node_Kwe_OdeckWaterGate,Kweiden,gate,Odeck Water Gate,,-10839.00,665.00,1217.00
Node_Kwe_GeneralTomb,Kweiden,tomb,General Tomb,,-11782.00,791.00,1016.00
Node_Kwe_AshclawKeep,Kweiden,poi,Ashclaw Keep,애쉬클로 보루,604.00,608.00,612.00
Node_Kwe_AshclawOutpost,Kweiden,outpost,Ashclaw Outpost,애쉬클로 전진기지,-10307.00,811.00,357.00
Node_Kwe_AshclawGate,Kweiden,gate,Ashclaw Gate,애쉬클로 관문,-10391.00,854.00,268.00
Node_Kwe_AshclawSlaveCamp,Kweiden,camp,Ashclaw Slave Camp,애쉬클로 노예 수용소,-10524.00,919.00,218.00
Node_Kwe_HarpyNest,Kweiden,monster_lair,Harpy Nest,하피의 둥지,-10958.00,1043.00,-461.00
Node_Kwe_DestructionTower,Kweiden,tower,Destruction Tower,,-11647.00,797.00,115.00
Node_Kwe_WhistleLeafFort,Kweiden,fort,Whistle Leaf Fort,,-11572.00,805.00,636.00
Node_Crim_Tashkalp,Crimson,poi,Tashkalp,타슈칼프,3696.00,3712.00,3200.00
Node_Crim_GoldleafGuildhouse_Trader_Tashkalp,Crimson,trade,Goldleaf Guildhouse Trader Tashkalp,,-6135.00,576.00,-1012.00
Node_Crim_WatermelonFarm,Crimson,farm,Watermelon Farm,,-6176.00,576.00,-1066.00
Node_Crim_TashkalpBeacon,Crimson,beacon,Tashkalp Beacon,,-4917.14,677.18,-1350.75
Node_Crim_RightEyeWatchtower,Crimson,tower,Right Eye Watchtower,오른눈 감시탑,-5947.00,547.00,-1318.00
Node_Crim_LeftEyeWatchtower,Crimson,tower,Left Eye Watchtower,왼눈 감시탑,-6263.00,550.00,-1377.00
Node_Crim_BoneArena,Crimson,arena,Bone Arena,,-6123.00,625.00,-844.00
Node_Crim_DuskwayCamp,Crimson,camp,Duskway Camp,황혼길 캠프,-4994.00,578.00,-1454.00
Node_Crim_TashkalpCrossroadsStation,Crimson,station,Tashkalp Crossroads Station,,-6096.00,665.00,-729.00
Node_Crim_CaledoraVillage,Crimson,village,Caledora Village,,-6280.00,639.00,-834.00
Node_Crim_RedRockFarm,Crimson,farm,Redrock Farm,붉은바위 농장,-5949.00,574.00,-1056.00
Node_Crim_Varnia,Crimson,poi,Varnia,바르니아,-3743.07,718.55,3404.29
Node_Crim_TheAlabasterBridge,Crimson,bridge,The Alabaster Bridge,,-4137.00,603.00,3319.00
Node_Crim_Yakchal,Crimson,poi,Yakchal,,-3527.00,655.00,3461.00
Node_Crim_VarniaTradePost,Crimson,trade,Varnia Trade Post,,-3606.00,654.00,3557.00
Node_Crim_RoyalSupply_Varnia,Crimson,storage,Royal Supply Varnia,,-3606.00,652.00,3558.00
Node_Crim_VarniaSaltroadCamp,Crimson,camp,Varnia Saltroad Camp,바르니아 소금길 캠프 - 짐 이동,-4464.00,648.00,2329.00
Node_Crim_RedWindTradingAssociation_Trader_VarniaSaltroadCamp,Crimson,camp,Red Wind Trading Association Trader Varnia Saltroad Camp,,-4464.00,648.00,2329.00
Node_Crim_Urdavah,Crimson,poi,Urdavah,우르다바,-6590.23,780.62,-188.16
Node_Crim_RockVillage,Crimson,village,Rock Village,,101.50,102.00,238.00
Node_Crim_DesertFreeswordCamp,Crimson,camp,Desert Freesword Camp,사막 방랑전사 캠프,-6055.00,504.00,-1809.00
Node_Crim_RiverstoneWatchtower,Crimson,tower,Riverstone Watchtower,물길바위 감시탑,-5411.00,515.00,-2126.00
Node_Crim_GorgerockWatchtower,Crimson,tower,Gorgerock Watchtower,계곡바위 감시탑,-5393.00,518.00,-1875.00
Node_Crim_CliffwalkWatchtower,Crimson,tower,Cliffwalk Watchtower,절벽길 감시탑,-5394.00,521.00,-1795.00
Node_Crim_RoadsideWatchtower,Crimson,tower,Roadside Watchtower,너른길목 감시탑,-5782.00,505.00,-2028.00
Node_Crim_RockVillageTradeStorage,Crimson,village,Rock Village Trade Storage,,-5687.00,493.00,-1825.00
Node_Crim_RedWindTradingAssociation_Trader_RockVillage,Crimson,village,Red Wind Trading Association Trader Rock Village,,-5687.00,491.00,-1825.00
Node_Crim_EnlightenShrine,Crimson,shrine,Enlighten Shrine,,792.00,77.00,143.00
Node_Crim_BurhumVillage,Crimson,village,Burhum Village,,-7480.00,644.00,-859.00
Node_Crim_DesertOasis,Crimson,oasis,Desert Oasis,,-8013.00,675.00,-621.00
Node_Crim_DesertOasis_Reflection,Crimson,oasis,Desert Oasis Reflection,,-7587.00,660.00,-892.00
Node_Crim_DesertOasis_Agony,Crimson,oasis,Desert Oasis Agony,,-7434.00,659.00,-936.00
Node_Crim_DesertOasis_Patience,Crimson,oasis,Desert Oasis Patience,,-7298.00,672.00,-826.00
Node_Crim_WhitesandPrayHouse,Crimson,house,Whitesand Pray House,,-3709.61,720.67,3360.64
Node_Crim_SaltroadTradePost,Crimson,trade,Saltroad Trade Post,,-6677.00,703.00,237.00
Node_Crim_SaltroadCamp,Crimson,camp,Saltroad Camp,소금길 캠프,-5574.00,701.00,871.00
Node_Crim_GoldleafGuildhouse_Trader_Urdavah,Crimson,trade,Goldleaf Guildhouse Trader Urdavah,,-6659.00,700.00,250.00
Node_Crim_HowlsandsCamp,Crimson,camp,Howlsands Camp,울부짖는 모래 캠프,-5014.00,695.00,885.00
Node_Crim_MuiquunVillage,Crimson,village,Muiquun Village,,-5241.00,582.00,-1516.00
Node_Crim_Watchtower_VIII,Crimson,tower,Watchtower VIII,,-5113.00,589.00,-1580.00
Node_Crim_Watchtower_VII,Crimson,tower,Watchtower VII,,-5450.00,601.00,-1439.00
Node_Crim_Ruins_0019,Crimson,ruins,Ruins 0019,,-5331.00,551.00,-1501.00
Node_Crim_HelmaraVillage,Crimson,village,Helmara Village,,740.00,744.00,748.00
