source,type_id,name,x,y,z
actionpointinfo,0x86A7,LevelActionPoint_Sector_m07_m03_261_Action_Sit000,-6570.64,541.91,-2181.01
actionpointinfo,0x86A8,LevelActionPoint_Sector_m07_m03_262_Action_Sit000,-6657.25,529.90,-2265.97
actionpointinfo,0x86A9,LevelActionPoint_Sector_m07_m03_263_Action_Sit000,-6896.83,542.19,-2204.61
actionpointinfo,0x86AA,LevelActionPoint_Sector_m07_m03_264_Action_Sit000,-6571.81,544.70,-2169.84
actionpointinfo,0x86AB,LevelActionPoint_Sector_m07_m03_265_Action_Lean,-6856.26,543.70,-2364.41
actionpointinfo,0x86AC,LevelActionPoint_Sector_m07_m03_266_Action_Sit000,-6570.67,541.94,-2179.12
actionpointinfo,0x86AD,LevelActionPoint_Sector_m07_m03_267_Action_Sit000,-6545.01,540.31,-2189.74
actionpointinfo,0x86AE,LevelActionPoint_Sector_m07_m03_268_Action_Lean,-6582.97,539.21,-2198.27
actionpointinfo,0x86AF,LevelActionPoint_Sector_m07_m03_269_Action_Sit000,-6573.56,541.93,-2177.12
actionpointinfo,0x86B0,LevelActionPoint_Sector_m07_m03_270_Action_Sit000,-6588.95,538.57,-2231.21
actionpointinfo,0x86B1,LevelActionPoint_Sector_m07_m03_271_Action_Lean,-6476.19,542.23,-2272.28
actionpointinfo,0x86B2,LevelActionPoint_Sector_m07_m03_272_Action_Sit000,-6530.63,540.29,-2218.83
actionpointinfo,0x86B3,LevelActionPoint_Sector_m07_m03_273_Action_Lean,-6589.57,537.15,-2238.00
actionpointinfo,0x86B4,LevelActionPoint_Sector_m07_m03_274_Action_Sit000,-6762.81,539.05,-2334.93
actionpointinfo,0x86B5,LevelActionPoint_Sector_m07_m03_275_Action_Sit000,-6613.77,538.89,-2202.91
actionpointinfo,0x86B6,LevelActionPoint_Sector_m07_m03_276_Action_Sit000,-6776.00,539.70,-2342.89
actionpointinfo,0x86B7,LevelActionPoint_Sector_m07_m03_277_Action_Sit000,-6583.07,537.75,-2232.02
actionpointinfo,0x86B8,LevelActionPoint_Sector_m07_m03_278_Action_Lean,-6628.76,529.72,-2263.73
actionpointinfo,0x86B9,LevelActionPoint_Sector_m07_m03_279_Action_Lean,-6589.30,538.69,-2229.63
actionpointinfo,0x86BA,LevelActionPoint_Sector_m07_m03_280_Action_Lean,-6474.92,542.13,-2274.76
actionpointinfo,0x86BB,LevelActionPoint_Sector_m07_m03_281_Action_Lean,-6789.76,539.87,-2350.23
actionpointinfo,0x86BC,LevelActionPoint_Sector_m07_m03_282_Action_Lean,-6871.87,542.04,-2232.38
actionpointinfo,0x86BD,LevelActionPoint_Sector_m07_m03_283_Action_Sit000,-6897.66,542.52,-2218.50
actionpointinfo,0x86BE,LevelActionPoint_Sector_m07_m03_284_Action_Sit045,-6611.04,539.57,-2197.52
actionpointinfo,0x86BF,LevelActionPoint_Sector_m07_m03_285_Action_Sit000,-6528.20,540.34,-2211.96
actionpointinfo,0x86C0,LevelActionPoint_Sector_m07_m03_286_Action_Sit000,-6524.20,540.28,-2208.31
actionpointinfo,0x86C1,LevelActionPoint_Sector_m07_m03_287_Action_Sit000,-6607.63,538.90,-2221.30
actionpointinfo,0x86C2,LevelActionPoint_Sector_m07_m03_288_Action_Lean,-6618.86,538.95,-2210.05
actionpointinfo,0x86C3,LevelActionPoint_Sector_m07_m03_289_Action_Sit000,-6623.74,539.15,-2186.04
actionpointinfo,0x86C4,LevelActionPoint_Sector_m07_m03_290_Action_Lean,-6836.16,543.77,-2394.17
actionpointinfo,0x86C5,LevelActionPoint_Sector_m07_m03_291_Action_Lean,-6629.28,542.62,-2198.52
actionpointinfo,0x86C6,LevelActionPoint_Sector_m07_m03_292_Action_Lean,-6828.44,540.49,-2345.19
actionpointinfo,0x86C7,LevelActionPoint_Sector_m07_m03_293_Action_Sit045,-6608.71,539.57,-2199.53
actionpointinfo,0x86C8,LevelActionPoint_Sector_m07_m03_294_Action_Lean,-6854.16,542.31,-2184.31
actionpointinfo,0x86C9,LevelActionPoint_Sector_m07_m03_295_Action_Lean,-6519.25,539.96,-2199.88
actionpointinfo,0x86CA,LevelActionPoint_Sector_m07_m03_296_Action_Sit000,-6794.02,540.06,-2344.66
actionpointinfo,0x86CB,LevelActionPoint_Sector_m07_m03_297_Action_Sit045,-6610.50,539.57,-2196.78
actionpointinfo,0x86CC,LevelActionPoint_Sector_m07_m03_298_Action_Lean,-6532.03,540.34,-2178.60
actionpointinfo,0x86CD,LevelActionPoint_Sector_m07_m03_299_Action_Lean,-6846.95,541.90,-2212.81
actionpointinfo,0x86CE,LevelActionPoint_Sector_m07_m03_300_Action_Sit045,-6609.76,539.57,-2202.98
actionpointinfo,0x86CF,LevelActionPoint_Sector_m07_m03_301_Action_Sit000,-6523.03,540.35,-2192.41
actionpointinfo,0x86D0,LevelActionPoint_Sector_m07_m03_302_Action_Lean,-6480.87,540.22,-2234.87
actionpointinfo,0x86D1,LevelActionPoint_Sector_m07_m03_303_Action_Sit045,-6610.99,539.57,-2201.32
actionpointinfo,0x86D2,LevelActionPoint_Sector_m07_m03_304_Action_Sit000,-6514.54,542.20,-2268.13
actionpointinfo,0x86D3,LevelActionPoint_Sector_m07_m03_305_Action_Lean,-6896.12,542.53,-2221.55
actionpointinfo,0x86D4,LevelActionPoint_Sector_m07_m03_306_Action_Sit000,-6564.24,540.31,-2207.40
actionpointinfo,0x86D5,LevelActionPoint_Sector_m07_m03_307_Action_Sit000,-6531.62,540.78,-2231.73
actionpointinfo,0x86D6,LevelActionPoint_Sector_m07_m03_308_Action_Sit000,-6902.55,541.90,-2191.30
actionpointinfo,0x86D7,LevelActionPoint_Sector_m07_m03_309_Action_Lean,-6539.78,539.89,-2233.76
actionpointinfo,0x86D8,LevelActionPoint_Sector_m07_m03_310_Action_Sit000,-6648.39,530.37,-2245.47
actionpointinfo,0x86D9,LevelActionPoint_Sector_m07_m03_311_Action_Sit000,-6846.36,540.40,-2304.67
actionpointinfo,0x86DA,LevelActionPoint_Sector_m07_m03_312_Action_Lean,-6447.29,541.35,-2271.67
actionpointinfo,0x86DB,LevelActionPoint_Sector_m07_m03_313_Action_Sit000,-6535.57,540.09,-2229.23
actionpointinfo,0x86DC,LevelActionPoint_Sector_m07_m03_314_Action_Sit000,-6513.09,542.52,-2276.61
actionpointinfo,0x86DD,LevelActionPoint_Sector_m07_m03_315_Action_Lean,-6908.40,541.88,-2194.70
actionpointinfo,0x86DE,LevelActionPoint_Sector_m07_m03_316_Action_Sit000,-6516.36,542.08,-2272.50
actionpointinfo,0x86DF,LevelActionPoint_Sector_m07_m03_317_Action_Lean,-6519.09,540.38,-2212.92
actionpointinfo,0x86E0,LevelActionPoint_Sector_m07_m03_318_Action_Lean,-6916.22,543.22,-2213.13
actionpointinfo,0x86E1,LevelActionPoint_Sector_m07_m03_319_Action_Sit045,-6516.70,540.36,-2215.74
actionpointinfo,0x86E2,LevelActionPoint_Sector_m07_m03_320_Action_Sit045,-6517.08,540.28,-2220.89
actionpointinfo,0x86E3,LevelActionPoint_Sector_m07_m03_321_Action_Lean,-6507.44,540.36,-2230.53
actionpointinfo,0x86E4,LevelActionPoint_Sector_m07_m03_322_Action_Sit000,-6472.93,540.60,-2206.57
actionpointinfo,0x86E5,LevelActionPoint_Sector_m07_m03_323_Action_Lean,-6828.38,540.70,-2303.87
actionpointinfo,0x86E6,LevelActionPoint_Sector_m07_m03_324_Action_Sit000,-6649.79,529.77,-2270.00
actionpointinfo,0x86E7,LevelActionPoint_Sector_m07_m03_325_Action_Sit045,-6791.08,540.42,-2290.04
actionpointinfo,0x86E8,LevelActionPoint_Sector_m07_m03_326_Action_Lean,-6478.30,540.59,-2202.25
actionpointinfo,0x86E9,LevelActionPoint_Sector_m07_m03_327_Action_Lean,-6758.75,535.42,-2324.85
actionpointinfo,0x86EA,LevelActionPoint_Sector_m07_m03_328_Action_Sit000,-6867.42,542.10,-2180.44
actionpointinfo,0x86EB,LevelActionPoint_Sector_m07_m03_329_Action_Sit000,-6549.30,540.07,-2232.86
actionpointinfo,0x86EC,LevelActionPoint_Sector_m07_m03_330_Action_Sit000,-6756.26,539.76,-2354.11
actionpointinfo,0x86ED,LevelActionPoint_Sector_m07_m03_331_Action_Lean,-6522.02,539.83,-2199.64
actionpointinfo,0x86EE,LevelActionPoint_Sector_m07_m03_332_Action_Sit000,-6765.67,539.40,-2350.80
actionpointinfo,0x86EF,LevelActionPoint_Sector_m07_m03_333_Action_Lean,-6896.14,542.19,-2208.85
actionpointinfo,0x86F0,LevelActionPoint_Sector_m07_m03_334_Action_Sit000,-6765.95,539.20,-2321.78
actionpointinfo,0x86F1,LevelActionPoint_Sector_m07_m03_335_Action_Sit045,-6794.14,540.42,-2286.95
actionpointinfo,0x86F2,LevelActionPoint_Sector_m07_m03_336_Action_Sit000,-6583.54,539.11,-2201.70
actionpointinfo,0x86F3,LevelActionPoint_Sector_m07_m03_337_Action_Sit000,-6476.98,540.39,-2224.22
actionpointinfo,0x86F4,LevelActionPoint_Sector_m07_m03_338_Action_Lean,-6585.60,538.91,-2208.92
actionpointinfo,0x86F5,LevelActionPoint_Sector_m07_m03_339_Action_Sit000,-6606.73,538.87,-2204.98
actionpointinfo,0x86F6,LevelActionPoint_Sector_m07_m03_340_Action_Lean,-6619.88,539.18,-2182.21
actionpointinfo,0x86F7,LevelActionPoint_Sector_m07_m03_341_Action_Lean,-6525.07,540.29,-2233.95
actionpointinfo,0x86F8,LevelActionPoint_Sector_m07_m03_342_Action_Sit000,-6506.88,540.37,-2233.82
actionpointinfo,0x86F9,LevelActionPoint_Sector_m07_m03_343_Action_Sit000,-6522.40,540.76,-2186.51
actionpointinfo,0x86FA,LevelActionPoint_Sector_m07_m03_344_Action_Lean,-6529.74,540.78,-2232.30
actionpointinfo,0x86FB,LevelActionPoint_Sector_m07_m03_345_Action_Sit000,-6756.56,539.76,-2351.58
actionpointinfo,0x86FC,LevelActionPoint_Sector_m07_m03_346_Action_Sit000,-6473.13,541.97,-2273.51
actionpointinfo,0x86FD,LevelActionPoint_Sector_m07_m03_347_Action_Lean,-6517.49,540.33,-2236.01
actionpointinfo,0x86FE,LevelActionPoint_Sector_m07_m03_348_Action_Sit000,-6652.65,529.77,-2268.84
actionpointinfo,0x86FF,LevelActionPoint_Sector_m07_m03_349_Action_Sit000,-6648.01,529.88,-2251.33
actionpointinfo,0x8700,LevelActionPoint_Sector_m07_m03_350_Action_Lean,-6667.47,529.72,-2252.64
actionpointinfo,0x8701,LevelActionPoint_Sector_m07_m03_351_Action_Lean,-6668.10,529.85,-2254.42
actionpointinfo,0x8702,LevelActionPoint_Sector_m07_m03_352_Action_Sit000,-6657.04,530.11,-2244.27
actionpointinfo,0x8703,LevelActionPoint_Sector_m07_m03_353_Action_Lean,-6783.24,539.47,-2305.47
actionpointinfo,0x8704,LevelActionPoint_Sector_m07_m03_354_Action_Sit000,-6668.44,529.75,-2246.56
actionpointinfo,0x8705,LevelActionPoint_Sector_m07_m03_355_Action_Lean,-6638.09,530.13,-2260.36
actionpointinfo,0x8706,LevelActionPoint_Sector_m07_m03_356_Action_Lean,-6827.42,540.70,-2302.39
actionpointinfo,0x8707,LevelActionPoint_Sector_m07_m03_357_Action_Lean,-6637.14,530.10,-2259.00
actionpointinfo,0x8708,LevelActionPoint_Sector_m07_m03_358_Action_Sit000,-6807.88,540.16,-2334.84
actionpointinfo,0x8709,LevelActionPoint_Sector_m07_m03_359_Action_Lean,-6845.36,540.96,-2340.49
actionpointinfo,0x870A,LevelActionPoint_Sector_m07_m03_360_Action_Sit000,-6637.72,530.17,-2262.85
actionpointinfo,0x870B,LevelActionPoint_Sector_m07_m03_361_Action_Sit000,-6655.67,529.97,-2268.88
actionpointinfo,0x870C,LevelActionPoint_Sector_m07_m03_362_Action_Lean,-6661.98,530.23,-2242.23
actionpointinfo,0x870D,LevelActionPoint_Sector_m07_m03_363_Action_Lean,-6790.38,539.86,-2346.42
actionpointinfo,0x870E,LevelActionPoint_Sector_m07_m03_364_Action_Sit000,-6778.86,539.07,-2366.26
actionpointinfo,0x870F,LevelActionPoint_Sector_m07_m03_365_Action_Lean,-6913.46,543.05,-2199.37
actionpointinfo,0x8710,LevelActionPoint_Sector_m07_m03_366_Action_Sit000,-6767.12,539.28,-2326.56
actionpointinfo,0x8711,LevelActionPoint_Sector_m07_m03_367_Action_Lean,-6772.41,539.29,-2320.92
actionpointinfo,0x8712,LevelActionPoint_Sector_m07_m03_368_Action_Lean,-6851.71,540.43,-2314.16
actionpointinfo,0x8713,LevelActionPoint_Sector_m07_m03_369_Action_Lean,-6777.92,539.49,-2314.29
actionpointinfo,0x8714,LevelActionPoint_Sector_m07_m03_370_Action_Lean,-6804.43,540.41,-2289.29
actionpointinfo,0x8715,LevelActionPoint_Sector_m07_m03_371_Action_Sit000,-6854.81,541.01,-2322.83
actionpointinfo,0x8716,LevelActionPoint_Sector_m07_m03_372_Action_Sit045,-6791.89,540.42,-2285.81
actionpointinfo,0x8717,LevelActionPoint_Sector_m07_m03_373_Action_Lean,-6799.63,540.35,-2347.66
actionpointinfo,0x8718,LevelActionPoint_Sector_m07_m03_374_Action_Sit000,-6764.87,539.23,-2352.48
actionpointinfo,0x8719,LevelActionPoint_Sector_m07_m03_375_Action_Sit000,-6760.26,539.29,-2351.31
actionpointinfo,0x871A,LevelActionPoint_Sector_m07_m03_376_Action_Lean,-6795.02,540.09,-2348.15
actionpointinfo,0x871B,LevelActionPoint_Sector_m07_m03_377_Action_Sit000,-6774.66,539.73,-2346.24
actionpointinfo,0x871C,LevelActionPoint_Sector_m07_m03_378_Action_Sit000,-6851.85,543.28,-2365.99
actionpointinfo,0x871D,LevelActionPoint_Sector_m07_m03_379_Action_Sit000,-6836.58,543.92,-2392.26
actionpointinfo,0x871E,LevelActionPoint_Sector_m07_m03_380_Action_Sit000,-6847.82,540.59,-2319.22
actionpointinfo,0x871F,LevelActionPoint_Sector_m07_m03_381_Action_Sit045,-6792.06,540.42,-2288.86
actionpointinfo,0x8720,LevelActionPoint_Sector_m07_m03_382_Action_Sit000,-6894.56,542.47,-2222.65
actionpointinfo,0x8721,LevelActionPoint_Sector_m07_m03_383_Action_Sit045,-6795.15,540.42,-2285.68
actionpointinfo,0x8722,LevelActionPoint_Sector_m07_m03_384_Action_Sit000,-6713.05,533.47,-2322.51
actionpointinfo,0x8723,LevelActionPoint_Sector_m07_m03_385_Action_Sit045,-6793.88,540.42,-2288.74
actionpointinfo,0x8724,LevelActionPoint_Sector_m07_m03_386_Action_Sit000,-6771.44,539.61,-2344.55
actionpointinfo,0x8725,LevelActionPoint_Sector_m07_m03_387_Action_Lean,-6881.39,542.20,-2196.46
actionpointinfo,0x8726,LevelActionPoint_Sector_m07_m03_388_Action_Sit000,-6772.00,539.55,-2338.37
actionpointinfo,0x8727,LevelActionPoint_Sector_m07_m03_389_Action_Lean,-6748.48,532.51,-2324.91
actionpointinfo,0x8728,LevelActionPoint_Sector_m07_m03_390_Action_Sit000,-6747.48,532.50,-2328.19
actionpointinfo,0x8729,LevelActionPoint_Sector_m07_m03_391_Action_Sit000,-6758.67,535.42,-2327.13
actionpointinfo,0x872A,LevelActionPoint_Sector_m07_m03_392_Action_Sit000,-6893.70,542.13,-2212.18
actionpointinfo,0x872B,LevelActionPoint_Sector_m07_m03_393_Action_Sit000,-6841.28,542.21,-2202.08
actionpointinfo,0x872C,LevelActionPoint_Sector_m07_m03_394_Action_Sit000,-6861.52,542.09,-2205.87
actionpointinfo,0x872D,LevelActionPoint_Sector_m07_m03_395_Action_Sit000,-6862.67,542.03,-2206.71
actionpointinfo,0x872E,LevelActionPoint_Sector_m07_m03_396_Action_Sit000,-6892.09,543.86,-2167.22
actionpointinfo,0x872F,LevelActionPoint_Sector_m07_m03_397_Action_Sit000,-6893.02,543.81,-2168.55
actionpointinfo,0x8730,LevelActionPoint_Sector_m07_m03_398_Action_Lean,-6894.83,543.72,-2170.64
actionpointinfo,0x8731,LevelActionPoint_Sector_m07_m03_399_Action_Lean,-6884.98,542.21,-2193.82
actionpointinfo,0x8732,LevelActionPoint_Sector_m07_m03_400_Action_Lean,-6899.74,543.82,-2173.16
actionpointinfo,0x8733,LevelActionPoint_Sector_m07_m03_401_Action_Lean,-6864.68,541.96,-2205.80
actionpointinfo,0x8734,LevelActionPoint_Sector_m07_m03_402_Action_Sit000,-6864.65,542.16,-2180.34
actionpointinfo,0x8735,LevelActionPoint_Sector_m07_m03_403_Action_Sit000,-6913.35,543.20,-2203.44
actionpointinfo,0x8736,LevelActionPoint_Sector_m07_m03_404_Action_Lean,-6916.75,543.37,-2210.74
actionpointinfo,0x8737,LevelActionPoint_Sector_m07_m03_405_Action_Sit000,-6913.27,542.92,-2215.82
actionpointinfo,0x8738,LevelActionPoint_Sector_m07_m03_406_Action_Sit000,-6905.01,541.91,-2217.03
actionpointinfo,0x8739,LevelActionPoint_Sector_m07_m03_407_Action_Lean,-6848.10,541.99,-2214.84
actionpointinfo,0x873A,LevelActionPoint_Sector_m07_m03_408_Action_Lean,-6856.40,542.01,-2201.75
actionpointinfo,0x873B,LevelActionPoint_Sector_m07_m03_409_Action_Lean,-6899.63,541.93,-2178.48
actionpointinfo,0x9031,LevelActionPoint_Sector_m07_m03_410_Action_Lean,-6507.52,533.93,-2608.95
actionpointinfo,0x9032,LevelActionPoint_Sector_m07_m03_411_Action_Sit000,-6555.35,532.30,-2602.43
actionpointinfo,0x9033,LevelActionPoint_Sector_m07_m03_412_Action_Lean,-6522.02,533.65,-2607.72
actionpointinfo,0x9034,LevelActionPoint_Sector_m07_m03_413_Action_Sit000,-6532.59,533.67,-2591.64
actionpointinfo,0x9035,LevelActionPoint_Sector_m07_m03_414_Action_Sit000,-6535.29,533.51,-2606.27
actionpointinfo,0x9036,LevelActionPoint_Sector_m07_m03_415_Action_Sit000,-6515.34,533.53,-2613.64
actionpointinfo,0x9037,LevelActionPoint_Sector_m07_m03_416_Action_Lean,-6509.02,533.01,-2612.17
actionpointinfo,0x9038,LevelActionPoint_Sector_m07_m03_417_Action_Lean,-6515.49,534.24,-2598.78
actionpointinfo,0x9039,LevelActionPoint_Sector_m07_m03_418_Action_Lean,-6536.83,533.49,-2607.14
actionpointinfo,0x903A,LevelActionPoint_Sector_m07_m03_419_Action_Sit000,-6530.30,533.81,-2591.25
actionpointinfo,0x903B,LevelActionPoint_Sector_m07_m03_420_Action_Lean,-6509.65,534.32,-2602.93
actionpointinfo,0x903C,LevelActionPoint_Sector_m07_m03_421_Action_Sit000,-6536.94,532.40,-2617.89
actionpointinfo,0x903D,LevelActionPoint_Sector_m07_m03_422_Action_Sit000,-6538.56,533.48,-2605.69
actionpointinfo,0x903E,LevelActionPoint_Sector_m07_m03_423_Action_Sit000,-6552.72,532.48,-2603.34
actionpointinfo,0x903F,LevelActionPoint_Sector_m07_m03_424_Action_Sit000,-6513.12,534.30,-2600.11
actionpointinfo,0x9040,LevelActionPoint_Sector_m07_m03_425_Action_Lean,-6555.12,532.44,-2600.65
actionpointinfo,0x9041,LevelActionPoint_Sector_m07_m03_426_Action_Lean,-6506.23,533.93,-2607.62
actionpointinfo,0x9042,LevelActionPoint_Sector_m07_m03_427_Action_Lean,-6538.33,532.53,-2616.63
actionpointinfo,0x9043,LevelActionPoint_Sector_m07_m03_428_Action_Sit000,-6529.46,533.14,-2617.38
actionpointinfo,0x91E9,LevelActionPoint_Sector_m07_m03_429_Action_NobleChild_Sit045_Indoor,-6652.92,474.41,-3057.41
actionpointinfo,0x91EA,LevelActionPoint_Sector_m07_m03_430_Action_NobleChild_Sit045_Indoor,-6659.26,479.28,-3067.39
actionpointinfo,0x91EB,LevelActionPoint_Sector_m07_m03_431_Action_NobleChild_Sit000_Indoor,-6663.28,479.29,-3065.72
actionpointinfo,0x91EC,LevelActionPoint_Sector_m07_m03_432_Action_Child_Sit000_Indoor,-6881.48,479.48,-3025.86
actionpointinfo,0x91ED,LevelActionPoint_Sector_m07_m03_433_Action_Child_Sit000_Indoor,-6784.91,542.22,-2490.26
actionpointinfo,0x91EE,LevelActionPoint_Sector_m07_m03_434_Action_Child_Sit045_Indoor,-6821.95,478.09,-3063.88
actionpointinfo,0x91EF,LevelActionPoint_Sector_m07_m03_435_Action_Child_Sit045_Indoor,-6930.39,480.03,-3045.11
actionpointinfo,0x91F0,LevelActionPoint_Sector_m07_m03_436_Action_Child_Sit045_Indoor,-6747.35,507.51,-2760.91
actionpointinfo,0x91F1,LevelActionPoint_Sector_m07_m03_437_Action_NobleChild_Sit000_Indoor,-6659.92,479.32,-3061.07
actionpointinfo,0x91F2,LevelActionPoint_Sector_m07_m03_438_Action_Child_Sit000_Indoor,-6923.87,480.03,-3047.81
actionpointinfo,0x91F3,LevelActionPoint_Sector_m07_m03_439_Action_NobleChild_Sit000_Indoor,-6660.89,479.32,-3061.07
actionpointinfo,0x91F4,LevelActionPoint_Sector_m07_m03_440_Action_Child_Sit000_Indoor,-6748.19,507.51,-2758.91
actionpointinfo,0x91F5,LevelActionPoint_Sector_m07_m03_441_Action_Child_Sit000_Indoor,-6882.30,479.48,-3027.46
actionpointinfo,0x91F6,LevelActionPoint_Sector_m07_m03_442_Action_Child_Sit000_Indoor,-6813.46,542.51,-2512.94
actionpointinfo,0x91F7,LevelActionPoint_Sector_m07_m03_443_Action_Child_Sit000_Indoor,-6754.87,507.51,-2760.59
actionpointinfo,0x91F8,LevelActionPoint_Sector_m07_m03_444_Action_Child_Sit000_Indoor,-6819.22,546.15,-2507.34
actionpointinfo,0x91F9,LevelActionPoint_Sector_m07_m03_445_Action_Child_Sit000_Indoor,-6822.18,546.15,-2508.21
actionpointinfo,0x91FA,LevelActionPoint_Sector_m07_m03_446_Action_Child_Sit000_Indoor,-6784.86,542.22,-2491.70
actionpointinfo,0x91FB,LevelActionPoint_Sector_m07_m03_447_Action_Child_Sit045_Indoor,-6591.08,542.61,-2464.18
actionpointinfo,0x435B,LevelActionPoint_Sector_m07_m04_0_Action_Sit045,-6919.68,359.01,-3889.38
actionpointinfo,0x435C,LevelActionPoint_Sector_m07_m04_1_Action_Sit045,-6920.59,359.01,-3888.82
actionpointinfo,0x435D,LevelActionPoint_Sector_m07_m04_2_Action_Sit045,-6923.81,359.01,-3893.21
actionpointinfo,0x7273,LevelActionPoint_Sector_m07_m04_3_CombatOperationAction_Wait_01,-7128.27,405.29,-3918.11
actionpointinfo,0x7274,LevelActionPoint_Sector_m07_m04_4_CombatOperationAction_Wait_07,-7128.42,405.24,-3912.87
actionpointinfo,0x46A8,LevelActionPoint_Sector_m07_m04_5_Action_Sit000,-6149.44,425.68,-3221.62
actionpointinfo,0x46A9,LevelActionPoint_Sector_m07_m04_6_Action_Sit000,-6148.73,425.74,-3223.05
actionpointinfo,0x46AA,LevelActionPoint_Sector_m07_m04_7_Action_Sit045,-6542.69,466.49,-3643.06
actionpointinfo,0x46AB,LevelActionPoint_Sector_m07_m04_8_Action_Sit045,-6161.68,426.15,-3241.78
actionpointinfo,0x46AC,LevelActionPoint_Sector_m07_m04_9_Action_Sit045,-6172.06,426.48,-3243.33
actionpointinfo,0x46AD,LevelActionPoint_Sector_m07_m04_10_Action_Sit000,-6184.65,426.96,-3248.97
actionpointinfo,0x46AE,LevelActionPoint_Sector_m07_m04_11_Action_Sit000,-6183.25,426.93,-3249.05
actionpointinfo,0x46AF,LevelActionPoint_Sector_m07_m04_12_Action_Sit000,-6183.08,426.74,-3244.01
actionpointinfo,0x46B0,LevelActionPoint_Sector_m07_m04_13_Action_Sit000,-6185.02,426.80,-3243.00
actionpointinfo,0x46B1,LevelActionPoint_Sector_m07_m04_14_Action_Sit000,-6185.26,426.78,-3241.61
actionpointinfo,0x46B2,LevelActionPoint_Sector_m07_m04_15_Action_Sit000,-6181.48,426.34,-3220.23
actionpointinfo,0x46B3,LevelActionPoint_Sector_m07_m04_16_Action_Sit000,-6180.27,426.33,-3219.49
actionpointinfo,0x46B4,LevelActionPoint_Sector_m07_m04_17_Action_Sit000,-6178.97,426.34,-3219.27
actionpointinfo,0x46B5,LevelActionPoint_Sector_m07_m04_18_Action_Sit000,-6180.62,425.64,-3204.14
actionpointinfo,0x46B6,LevelActionPoint_Sector_m07_m04_19_Action_Sit000,-6179.98,425.76,-3206.70
actionpointinfo,0x46B7,LevelActionPoint_Sector_m07_m04_20_Action_Sit000,-6178.86,425.68,-3207.22
actionpointinfo,0x46B8,LevelActionPoint_Sector_m07_m04_21_Action_Sit000,-6151.61,425.60,-3215.19
actionpointinfo,0x46B9,LevelActionPoint_Sector_m07_m04_22_Action_Sit000,-6150.23,425.69,-3217.12
actionpointinfo,0x46BA,LevelActionPoint_Sector_m07_m04_23_Action_Sit000,-6149.39,425.69,-3217.96
actionpointinfo,0x4A31,LevelActionPoint_Sector_m07_m04_24_OperationAction_Hammer_Work000,-6395.30,453.59,-4030.52
actionpointinfo,0x4A32,LevelActionPoint_Sector_m07_m04_25_OperationAction_Hammer_Work000,-6395.96,453.99,-4039.97
actionpointinfo,0x4A33,LevelActionPoint_Sector_m07_m04_26_OperationAction_Hammer_Work000,-6391.30,453.64,-4034.89
actionpointinfo,0x4A34,LevelActionPoint_Sector_m07_m04_27_OperationAction_Hammer_Work000,-6394.41,453.65,-4033.10
actionpointinfo,0x4A35,LevelActionPoint_Sector_m07_m04_28_Action_Sit000,-6394.40,453.98,-4041.67
actionpointinfo,0x4A36,LevelActionPoint_Sector_m07_m04_29_OperationAction_Hammer_Work000,-6393.10,453.99,-4039.68
actionpointinfo,0x4A37,LevelActionPoint_Sector_m07_m04_30_OperationAction_Hammer_Work000,-6398.08,453.99,-4038.83
actionpointinfo,0x4A38,LevelActionPoint_Sector_m07_m04_31_OperationAction_Hammer_Work000,-6398.64,453.99,-4036.89
actionpointinfo,0x4A39,LevelActionPoint_Sector_m07_m04_32_OperationAction_Hammer_Work000,-6388.71,453.74,-4033.78
actionpointinfo,0x4A3A,LevelActionPoint_Sector_m07_m04_33_OperationAction_Hammer_Work000,-6400.86,454.00,-4035.96
actionpointinfo,0x4A3B,LevelActionPoint_Sector_m07_m04_34_OperationAction_Hammer_Work000,-6385.66,453.74,-4035.09
actionpointinfo,0x4A3C,LevelActionPoint_Sector_m07_m04_35_Action_Sit000,-6397.90,453.78,-4027.64
actionpointinfo,0x4A3D,LevelActionPoint_Sector_m07_m04_36_Action_Sit000,-6395.93,453.93,-4026.30
actionpointinfo,0x4A3E,LevelActionPoint_Sector_m07_m04_37_Action_Sit000,-6400.49,453.93,-4041.19
actionpointinfo,0x4A3F,LevelActionPoint_Sector_m07_m04_38_Action_Sit000,-6392.94,453.87,-4028.34
actionpointinfo,0x4A40,LevelActionPoint_Sector_m07_m04_39_Action_Sit000,-6401.41,453.93,-4040.75
actionpointinfo,0x4A41,LevelActionPoint_Sector_m07_m04_40_Action_Sit000,-6394.02,453.87,-4027.66
actionpointinfo,0x4A42,LevelActionPoint_Sector_m07_m04_41_Action_Sit000,-6395.38,453.99,-4041.32
actionpointinfo,0x4A43,LevelActionPoint_Sector_m07_m04_42_Action_Sit000,-6393.61,454.01,-4042.46
actionpointinfo,0x4A44,LevelActionPoint_Sector_m07_m04_43_Action_Sit000,-6395.79,453.74,-4027.87
actionpointinfo,0x4AF6,LevelActionPoint_Sector_m07_m04_44_Action_Sit045,-6815.82,475.25,-3105.41
actionpointinfo,0x4AF7,LevelActionPoint_Sector_m07_m04_45_Action_Sit045,-6824.64,475.27,-3106.26
actionpointinfo,0x4AF8,LevelActionPoint_Sector_m07_m04_46_Action_Sit045,-6821.61,475.25,-3097.90
actionpointinfo,0x4AF9,LevelActionPoint_Sector_m07_m04_47_Action_Sit045,-6817.70,475.18,-3106.67
